CO_NCM;CO_UNID;CO_SH6;CO_PPE;CO_PPI;CO_FAT_AGREG;CO_CUCI_ITEM;CO_CGCE_N3;CO_SIIT;CO_ISIC_CLASSE;CO_EXP_SUBSET;NO_NCM_POR;NO_NCM_ESP;NO_NCM_ING
85041000;11;850410;3298;3298;03;77123;110;2000;2790;1105;Reatores para lampadas/tubos de descargas;Balastos para lamparas/tubos de descargas;Reactors for lamps/tubes of discharges
85042100;11;850421;3298;3298;03;77111;110;2000;2710;1105;Transformadores de dieletrico liquido, de potencia nao superior a 650 kVA;Transformador de dielectrico liquido, pot<=650kva;Transformers of liquid dielectric, pot<=650kva
84524000;10;845240;3150;3150;03;72439;270;2000;2826;0999;Moveis, bases e tampas, para maquinas de costura, suas partes;Muebles, basamentos y tapas, p/maqs.de coser, sus partes;Furniture, bases and covers f/sewing mach., parts thereof
84529011;10;845290;3150;3150;03;72439;270;2000;2826;0999;Guiafios, lancadeiras, etc, para maquinas de costura domesticas;Guia hilos, lanzaderas, etc.p/maqs.de coser, domesticas;Threadguides, shuttles, etc.f/sewing mach., domestic
84529019;10;845290;3150;3150;03;72439;270;2000;2826;0999;Outras partes de maquinas de costura, de uso domestico;Las dem.partes de maquinas de coser, domestica;Other parts of sewing machines, domestic
84529020;10;845290;3150;3150;03;72439;270;2000;2826;0999;Moveis, bases e tampas, para maquinas de costura, suas partes;Muebles, basamentos y tapas p/ maquinas de coser;Furniture,bases and covers f/ sewing machines;its parts
84529081;10;845290;3150;3150;03;72439;270;2000;2826;0999;Guiafios, lancadeiras e portabobinas para maquina de costura;Lanzaderas y puerta a los carretes, p/ maquina de coser;Thread guides,shuttles and doortoreels,sewing machine
84529089;10;845290;3150;3150;03;72439;270;2000;2826;0999;Outras partes de maquinas de costura de uso domestico;Las demas partes de maquinas de coser domesticas;Other parts of sewing machines for home use
84529091;10;845290;3150;3150;03;72439;270;2000;2826;0999;Guiafios, lancadeiras nao rotativas e portabobinas para outras maquinas de costura;Guia hilos, lanzaderas, etc.p/demas maquinas de coser;Threadguides, shuttles, etc.f/other sewing machines
84529092;10;845290;3150;3150;03;72439;270;2000;2826;0999;Partes para remalhadeiras;Partes para remalladoras;Parts of mach.f/sewing toget.parts of knitted garments
84529093;11;845290;3150;3150;03;72439;270;2000;2826;0999;Lancadeiras rotativas de maquinas de costurar;Lanzaderas rotativas de maquinas de coser;Rotary shuttles of sewing machines
84529094;11;845290;3150;3150;03;72439;270;2000;2826;0999;Corpos moldados por fundicao;Cuerpos amoldados por fundicion;Moulded bodies by foundry
84529099;10;845290;3150;3150;03;72439;270;2000;2826;0999;Partes de outras maquinas de costurar;Partes de las demas maquinas de coser;Parts of other sewing machines
84531010;11;845310;3990;3143;03;72481;110;2000;2826;0999;Maquinas para dividir couros com largura util inferior ou igual a 3.000 mm, com lamina sem fim, com controle eletronico programavel;Maquinas p/dividir cueros c/a<=3m, lamina s/fin, electr.;Mach.f/divide leathers c/w<=3m, endless lamin.electron.
84531090;11;845310;3990;3143;03;72481;110;2000;2826;0999;Outras maquinas e aparelhos para preparacao, curtimenta e trabalho em couros e peles;Las dem.maqs.y apars.p/prep/curtido/trab.cueros/pieles;Other machines f/produc./tan/work leathers/skins
84532000;11;845320;3990;3143;03;72483;110;2000;2826;0999;Maquinas e aparelhos para fabricar ou consertar calcados;Maquinas y aparatos p/la fabric/reparacion de calzados;Machinery for making or repairing footwear
84538000;11;845380;3990;3143;03;72485;110;2000;2826;0999;Maquinas e aparelhos para fabricar ou consertar outras obras de couro ou de pele;Maqs.y apars.p/fabr/reparac.dem.manuf.de cueros/pieles;Mach.f/making/repair.footwear ot.artic.of lathers/skins
84539000;10;845390;3990;3143;03;72488;270;2000;2826;0999;Partes de maquinas e aparelhos para preparar, curtir ou trabalhar couros ou peles;Partes de maqs.y apars.p/prep/curtido, etc.cueros/pieles;Parts of machines f/produc./tan, etc.leathers/skins
84541000;11;845410;3990;3152;03;73711;110;2000;2823;0999;Conversores para metalurgia, aciaria ou fundicao;Convertidores para metalurgia, acerias o fundiciones;Converters of kind used metallurgy/in metal foundries
84542010;11;845420;3990;3152;03;73711;110;2000;2823;0999;Lingoteiras de fundicao;Lingotes de fundicion;Ingot moulds of foundry
84714972;11;847149;3145;3145;03;7523;110;1000;2620;0902;Sistema de unidade controladora de comunicacoes;Sistema de unidad controladora de comunicaciones;System of controlling unit of communications
84714973;11;847149;3145;3145;03;7523;110;1000;2620;0902;Sistema de unidade tradutora de protocolo, para interconexao de redes;Sistema de unidad traductora protocol.p/intercon.redes;System of unit translators f/intercon.networks
84714974;11;847149;3145;3145;03;7523;110;1000;2620;0902;Sistema de unidade distribuidora de conexoes para redes;Sistema de unidad distribuidora de conexiones p/redes;System of distributing unit of connections f/netsworks
84714975;11;847149;3145;3145;03;7523;110;1000;2620;0902;Sistema de outras unidades de controle, etc, de sinais;Sistema de las demas unidades de control, etc.de sinales;System of other units of control, etc.of signs
84714976;11;847149;3145;3145;03;7523;110;1000;2620;0902;Sistema de outras unidades de maquinas automaticas de processamento de dados;Sistema de ots.unidades de maquinas automat.proc.datos;System of other units of autom.dataproces.machines
84714991;11;847149;3145;3145;03;7523;110;1000;2620;0902;Sistema de leitores/gravadores de cartoes magneticos;Sistema de lectores/grabadores de tarjetas magnet.;System of readers and recording of magnetic cards
84714992;11;847149;3145;3145;03;7523;110;1000;2620;0902;Sistema de leitores de codigo de barras;Sistema de lectores de codigo de barras;System of readers of bars code
84714993;11;847149;3145;3145;03;7523;110;1000;2620;0902;Sistema de leitores de caracteres magnetizaveis;Sistema de lectores de caracteres magnetizables;System of readers of characters magnetized
84714994;11;847149;3145;3145;03;7523;110;1000;2620;0902;Sistema de outros leitores/gravadores, para maquinas de processamento de dados;Sistema de ots.lectores/grabadores, p/maqs.proc.datos;System of readers and recording, f/dataproces.machines
84714995;11;847149;3145;3145;03;7523;110;1000;2620;0902;Sistema de outras maquinas automaticas para processamento de dados;Sistema de otras maquinas automat.p/proc.datos;System of other autom.dataproces.machines
84714996;11;847149;3145;3145;03;7523;110;1000;2620;0902;Sistema de digitalizadores de imagens (scanners);Sistema de digitalizadores de imagenes (scanners);System of digitizing of images (scanners)
84715010;11;847150;3145;3145;03;7523;110;1000;2620;0902;Unidade de processamento digital de pequena capacidade,baseadas em microprocessadores,com capacidade de instalacao,dentro do mesmo gabinete,de unidades de memoria da subposicao 8471.70,podendo conter multiplos slots, FOB <= US$ 12.500 por unidade;Unid.proc.digit.peq.cap.base microproces.fob<=us$12500;Digital proces.unit small cap.microproces.fob<=us$12500
84715020;11;847150;3145;3145;03;7523;110;1000;2620;0902;Unidade de processamento digital de media capacidade,maximo de 1 unidade de entrada e 1 de saida da subposicao 8471.60,com capacidade de instalacao,no mesmo gabinete,de memorias 8471.70, podendo conter multiplos slots,valor FOB > US$ 12.500  <= US$ 46.000;Unid.proc.digit.med.cap.etc.us$12500<fob<=us$46000;Digital proces.unit med.cap.etc.us$12500<fob<=us$46000
84715030;11;847150;3145;3145;03;7523;110;1000;2620;0902;Unidade de processamento digital de grande capacidade, maximo 1 unidade de entrada e 1 de saida da subposicao 8471.60, com capacidade de instalacao interna, de unidades de memoria da subposicao 8471.70, FOB > US$ 46.000 e <= US$ 100.000;Unid.proc.digit.gran.cap.etc.us$46000<fob<=us$100000;Digital proces.unit big cap.etc.us$46000<fob<=us$100000
84863000;11;848630;3990;3990;03;72821;110;2000;2829;0999;Maquinas e aparelhos para a fabricacao de dispositivos de visualizacao de tela plana;Maquinas e apar. p/ fabric. de disp. de visualizacion en pantalla plana;Machinery for produc. of devices to visualization of plane screen
84864000;11;848640;3990;3990;03;72822;110;2000;2829;0999;Maquinas e aparelhos especificados na Nota 9 C) do presente Capitulo;Maqs.apar.especif.nota 9 c) este capitulo;Machinery specif. note 9 c) present. chapter
84869000;10;848690;3990;3990;03;72829;270;2000;2829;0999;Partes e acessorios de maquinas/aparelhos para fabricar esferas/plaquetas;Part., acces.,maq.,apar.p/ fab.esferas/plaquetas;Parts, accessor.,machinery for prod. of spheres and plaques
84871000;11;848710;3990;3990;03;74991;270;3000;2599;0999;Helices para embarcacoes e suas pas;Helices para buques e cuchillas;Helixes for embarkations and their shovels
84879000;10;848790;3990;3990;03;74999;270;2000;2819;0999;Partes de outras maquina ou aparelhos sem conexao eletrica, etc;Partes de otras maq., apar.sin la conexion electrica;Parts of others machinnery without electric connection
85011011;11;850110;3298;3298;03;7161;110;2000;2710;1105;Motores de potencia nao superior a 37,5 W, de corrente continua, de passo inferior ou igual a 1,8°;Motor electr.de corrient.continua, pot<=37.5w, paso<=1.8g;Electr.motor of contin.current, pot<=37.5w, step<=1.8g
85011019;11;850110;3298;3298;03;7161;110;2000;2710;1105;Outros motores eletricos, de corrente continua, de potencia nao superior a 37,5 W;Los demas motores electr.de corriente continua, p<=37.5w;Other electric motor of continuous current, p<=37.5w
85011021;11;850110;3298;3298;03;7161;110;2000;2710;1105;Motores de potencia nao superior a 37,5 W, de corrente alternada, sincronos;Motor electr.de corriente alterna, pot<=37.5w, sincrono;Electr.motor of alternating current, pot<=37.5w, synchor.
85011029;11;850110;3298;3298;03;7161;110;2000;2710;1105;Outros motores eletricos de corrente alternada, de potencia nao superior a 37,5 W;Los demas motores electr.de corriente alterna, p<=37.5w;Other electr.motor of alternating current, p<=37.5w
85011030;11;850110;3298;3298;03;7161;110;2000;2710;1105;Motores eletricos universais, de potencia nao superior a 37,5 W;Motor electrico universal, pot <= 37.5w;Universal electric motor, potency < =37.5w
85011090;11;850110;3298;3298;03;7161;110;2000;2710;1105;Outros motores eletricos, de potencia nao superior a 37,5 W;Los demas motores electricos, pot <= 37.5w;Other electric motor potency <= 37.5w
85012000;11;850120;3298;3298;03;71631;110;2000;2710;1105;Motores universais de potencia superior a 37,5 W, eletricos;Motor electrico universal, potencia > 37.5w;Universal electric motor, potency > 37.5w
85013110;11;850131;3298;3298;03;7162;110;2000;2710;1105;Motor eletrico de corrente continua, de potencia nao superior a 750 W;Motor electr.de corriente continua, 37.5w<pot<=750w;Electric motor of continuous current, 37.5w<pot<=750w
85013120;11;850131;3298;3298;03;7162;110;2000;2710;1105;Gerador eletrico de corrente continua, de potencia nao superior a 750 W;Generador electr.de corriente continua, pot<=750w;Electric generators of continuous current, pot<=750w
85013210;11;850132;3298;3298;03;7162;110;2000;2710;1105;Motor eletrico de corrente continua, de potencia superior a 750 W, mas nao superior a 75 kW;Motor electr.de corriente continua, 750w<pot<=75kw;Electric motor of continuous current, 750w<pot<=75kw
85013220;11;850132;3298;3298;03;7162;110;2000;2710;1105;Gerador eletrico de corrente continua, de potencia superior a 750 W, mas nao superior a 75 kW;Generador electr.de corriente continua, 750w<pot<=75kw;Electric generators of contin.current, 750w<pot<=75kw
85013310;11;850133;3298;3298;03;7162;110;2000;2710;1105;Motor eletrico de corrente continua, de potencia superior a 75 kW, mas nao superior a 375 kW;Motor electr.de corriente continua, 75kw<pot<=375kw;Electric motor of continuous current, 75kw<pot<=375kw
85173090;11;851730;3381;3360;03;76412;110;1000;2630;1103;Outros aparelhos eletronicos de comutacao, para telefonia/telegrafia;Los dem.apars.elect.de conmutacao p/telefonia/telegraf.;Oth.apparatus electr.of commut.f/telephonic/telegraphic
85175010;11;851750;3381;3413;03;76412;110;1000;2630;1103;Moduladores/demoduladores (modens);Moduladores/demoduladores (modems);Modems
85175011;11;851750;3381;3413;03;76412;110;1000;2630;1103;Moduladores/demoduladores digitais (banda base);Moduladores/demoduladores digitales (banda base);Digital modems(band base)
85175012;11;851750;3381;3413;03;76412;110;1000;2630;1103;Moduladores/demoduladores analogicos, velocidade <= 9600 bits/s;Moduladores/demoduladores analogicos, vel<=9600bits/s;Analogical modems, speed<=9600bits/s
85175013;11;851750;3381;3413;03;76412;110;1000;2630;1103;Moduladores/demoduladores analogicos, 9600 < velocidade <= 28800 bit/s;Moduladores/demoduladores analogicos, 9600<v<=28800bit/s;Analogical modems, 9600<s<=28800bit/s
85175019;11;851750;3381;3413;03;76412;110;1000;2630;1103;Outros moduladores/demoduladores (modens);Los demas moduladores/demoduladores (modem);Other modems
85175021;11;851750;3381;3413;03;76412;110;1000;2630;1103;Equipamento terminal/repetidor em linhas metalicas;Equipam.terminal/repetidor sobre lineas metalicas;Terminal equipment/repeater on metal line
85175022;11;851750;3381;3413;03;76412;110;1000;2630;1103;Equipamento terminal/repetidor, em fibra optica, velocidade > 2.5 gbits/s;Equip.terminal/repet.sob.linea fibr.optica, v>2.5gbits/s;Terminal equipm./repeater, on fibr.optic, s>2.5gbits/s
85059080;10;850590;3990;3990;03;77881;110;2000;2790;1199;Placas, mandris e dispositivos magneticos, etc, de fixacao;Platos, mandriles y disposits.magneticos, etc.de sujecion;Plates, broach, dispositive magnetic, etc.of fixation
85059090;10;850590;3990;3990;03;77881;110;2000;2790;1199;Partes de acoplamentos, embreagens, etc, eletromagneticos;Partes de aclopamientos, embragues, etc.eletromagneticos;Parts of electromagnetic couplings, clutches, etc.
85061010;11;850610;3722;3722;03;77811;322;2000;2720;1110;Pilhas alcalinas, de dioxido de manganes;Pilas eltricas, de dioxido de manganeso, alcalinas;Electric piles, of manganese dioxide, alkaline
85061020;11;850610;3722;3722;03;77811;322;2000;2720;1110;Outras pilhas, de dioxido de manganes;Las demas pilas electricas, de dioxido de manganeso;Other electric piles, of manganese dioxide
84439933;10;844399;3372;3372;03;75197;270;2000;2829;2600;Cartuchos de revelador (toners);Otros cartuchos revelador/productos  p/ viragem toners;Others cartridges discloser/products to turning toners
84439939;10;844399;3372;3372;03;75197;270;2000;2829;2600;Outras partes e acessorios para aparelhos de fotocopia eletrostatico;Otras partes/acces.p/ aparatos fotocop. eletrostatico;Other parts, aces. to appl. photocop. eletrostatic.
84439941;10;844399;3372;3372;03;75197;270;2000;2829;2600;Outros mecanismos de impressao, mesmo sem cabeca de impressao incorporada;Otros mecanismos de impresion, mismo sem cabeza de impresion;Other printing mechanism, even without print head
84439942;10;844399;3372;3372;03;75197;270;2000;2829;2600;Outras cabecas de impressao;Otros cabezales de impresion;Other print heads
84439949;10;844399;3372;3372;03;75197;270;2000;2829;2600;Outros mecanismos de impressao a laser, led, lcs, partes e acessorios;Otros mecan. impres.laser, led, lcs, partes e accesorios;Other laser, led, lcs printing mechanism, parts and accessories
84439950;10;844399;3372;3372;03;75197;270;2000;2829;2600;Outros mecanismos de impressao, suas partes e acessorios;Otros mecan. de impresion, partes e accesorios;Other printing mechanism, its parts and accessories
84439960;10;844399;3372;3372;03;75197;270;2000;2829;2600;Circuitos impressos com componentes eletricos ou eletronicos, montados;Otros circuitos de impresion c/ compon. eletr./eletron. montados;Other printing circuits with assembl. eletron./eletric.components
85021190;11;850211;3298;3298;03;71651;240;2000;2710;1105;Outros grupos eletrogeneos de motor de pistao, de ignicao por compressao (motores diesel ou semidiesel), de potencia nao superior a 75 kVA;Los demas grupos electrog.p/motor diesel, pot<=75kva;Oth.electric generat.sets f/diesel engine, pot<=75kva
85021210;11;850212;3298;3298;03;71651;240;2000;2710;1105;Grupos eletrogeneos de motor de pistao, de ignicao por compressao (motores diesel ou semidiesel), de potencia superior a 75 kVA, mas nao superior a 375 kVA, de corrente alternada;Grupos electrog.p/motor diesel, 75<p<=375kva, corr.alter.;Electric gener.sets f/diesel eng.75<p<=375kva, alt.curr.
85021290;11;850212;3298;3298;03;71651;240;2000;2710;1105;Outros grupos eletrogeneos de motor de pistao, de ignicao por compressao (motores diesel ou semidiesel), de potencia superior a 75 kVA, mas nao superior a 375 kVA;Los demas grupos electrog.p/motor diesel, 75kva<p<375kva;Ot.electric generat.sets f/diesel engine, 75kva<p<375kva
85021311;11;850213;3298;3298;03;71651;240;2000;2710;1105;Grupos eletrogeneos de motor de pistao, de ignicao por compressao (motores diesel ou semidiesel), de potencia inferior ou igual a 430 kVA, de corrente alternada;Grupos electrog.p/motor diesel, 375<p<=430kva, cor.alter.;Elect.gener.sets f/diesel eng., 375<p<=430kva, alt.curr.
85021319;11;850213;3298;3298;03;71651;240;2000;2710;1105;Grupos eletrogeneos de motor de pistao, de ignicao por compressao (motores diesel ou semidiesel), de potencia superior a 375 kVA, de corrente alternada;Los dem.grupos electr.p/mot.diesel, p>375kva, cor.alter.;Oth.elect.gener.sets f/diesel engine, p>375kva, alt.curr.
84433222;11;844332;3145;3145;03;75195;110;2000;2817;0902;Impressoras de impacto, de caracteres braille;Impresora de impacto de caracteres braille;Impact printer with braille characters
84433223;11;844332;3145;3145;03;75195;110;2000;2817;0902;Impressoras de impacto, matriciais (por pontos);Impresora matricial de impacto (por puntos);(dot) matrix impact printer
84433229;11;844332;3145;3145;03;75195;110;2000;2817;0902;Outras impressoras de impacto;Otras impresoras de impacto;Other impact printers
84433231;11;844332;3145;3145;03;75195;110;2000;2817;0902;ImpressorasdDe jato de tinta liquida, com largura de impressao inferior ou igual a 420 mm;Impresora de inyeccion, anchura <=420mm;Inkjet printer with printing widht<=420mm
84433232;11;844332;3145;3145;03;75195;110;2000;2817;0902;Impressoras de transferencia termica de cera solida (por exemplo, solid ink e dye sublimation);Impresora de transferencia termica de cera solida;Thermal transfer printer (solid wax)
84433233;11;844332;3145;3145;03;75195;110;2000;2817;0902;Impressoras a laser, LED (Diodos Emissores de Luz) ou LCS (Sistema de Cristal Liquido), monocromaticas, com largura de impressao inferior ou igual a 280 mm;Impresora a laser,  led ou lcs monocrom. anchura <=280mm;Laser printer, led or lcs monocrom, width<=280mm
84433234;11;844332;3145;3145;03;75195;110;2000;2817;0902;Impressora a laser, LED (Diodos Emissores de Luz) ou LCS (Sistema de Cristal Liquido), monocromaticas, com largura de impressao superior a 280 mm e inferior ou igual a 420 mm;Impresora a laser, led/lcs monocrom. anchura >280mm  e <=420mm;Laser printer, led or lcs monocrom, width >280mm and <=420mm
84433235;11;844332;3145;3145;03;75195;110;2000;2817;0902;Impressoras a laser, LED (Diodos Emissores de Luz) ou LCS (Sistema de Cristal Liquido), policromaticas, com velocidade de impressao inferior ou igual a 20 paginas por minuto (ppm);Impresora a laser,  led ou lcs monocrom. veloc. de impresion <= 20ppm;Laser printer, led or lcs monocrom, print. speed <=20ppm
84433236;11;844332;3145;3145;03;75195;110;2000;2817;0902;Impressoras a laser, LED (Diodos Emissores de Luz) ou LCS (Sistema de Cristal Liquido), policromaticas, com velocidade de impressao superior a 20 paginas por minuto (ppm);Impresora a laser,  led ou lcs monocrom. veloc. de impresion > 20ppm;Laser printer, led or lcs monocrom, print. speed > 20ppm
84433237;11;844332;3145;3145;03;75195;110;2000;2817;0902;Termicas, dos tipos utilizados em impressao de imagens para diagnostico medico em folhas revestidas com camada termossensivel;Termica, de impresion de imagenes diagnotstico medico;Thermal, image printing medic diagnostic
84433238;11;844332;3145;3145;03;75195;110;2000;2817;0902;Outras impressoras, com largura de impressao superior a 420 mm;Demas, con ancho de impresion> 420 mm;Others, with printing width> 420mm
84433239;11;844332;3145;3145;03;75195;110;2000;2817;0902;Outras impressoras com velocidade de impressao < 30 paginas por minuto;Otras impresoras c/ veloc. de imprecion < 30 ppm;Other printers with  printing speed <30ppm
84433240;11;844332;3145;3145;03;75195;110;2000;2817;0902;Outras impressoras alimentadas por folhas;Otras impresoras alimentadas por hojas;Other printers by sheet fed
84433251;11;844332;3145;3145;03;75195;110;2000;2817;0902;Tracadores graficos por meio de penas;Trazador grafico por meio de plumas (ploter);Pen plotter
84433252;11;844332;3145;3145;03;75195;110;2000;2817;0902;Outras impressoras com largura de impressao > 580 mm;Otras impresoras c/ anchura de impresion >580mm;Other printers with printing widht >580mm
84433259;11;844332;3145;3145;03;75195;110;2000;2817;0902;Outros tracadores graficos;Otros trazadores graficos;Other plotters
84433291;11;844332;3145;3145;03;75195;110;2000;2817;0902;Impressoras de codigo de barras postais, tipo 3 em 5, a jato de tinta fluorescente, com velocidade de ate 4,5 m/s e passo de 1,4 mm;Impres.cod.bar.post .3em5,tinta fluor.veloc<=4, 5m/s, passo 1,4mm;Postal bar code  printer,3in5,fluor.ink.,veloc.<=4,5m/s,step 1,4mm
84581190;11;845811;3860;3860;03;73131;110;2000;2822;0999;Outros tornos horizontais para trabalhar metais, de comando numerico;Los demas tornos horiz.p/trab.metales, c/cont.numer.;Ot.horizontal lathes, f/work.metals, with numeric control
84581191;11;845811;3860;3860;03;73131;110;2000;2822;0999;Tornos horizontais para trabalhar metais, de 6 ou mais fusos portapecas;Tornos horiz.p/trab.metales, 6 o mas husos portapiezas;Horiz.lathes, f/work.metals, 6 or more work holder spind.
84581199;11;845811;3860;3860;03;73131;110;2000;2822;0999;Outros tornos horizontais para trabalhar metais, de comando numerico;Los demas tornos horiz.p/trab.metales, c/cont.numer.;Ot.horizontal lathes, f/work.metals, with numeric control
84581910;11;845819;3860;3860;03;73137;110;2000;2822;0999;Tornos horizontais para trabalhar metais, sem comando numerico, tipo revolver;Tornos horiz.p/trab.metales, s/cont.numer., revolver;Horizon.lathes, f/work.metals, with num.com.type  revolve
84581990;11;845819;3860;3860;03;73137;110;2000;2822;0999;Outros tornos horizontais para trabalhar metais, sem comando numerico;Los demas tornos horiz.p/trab.metales, s/cont.numer.;Other horiz.lathes f/working metals, without num.control
84589100;11;845891;3860;3860;03;73135;110;2000;2822;0999;Outros tornos para trabalhar metais, de comando numerico;Los demas tornos p/trab.metales, c/control numerico;Other horizont.lathes f/working metals, with num.control
84589900;11;845899;3860;3860;03;73139;110;2000;2822;0999;Outros tornos para trabalhar metais, sem comando numerico;Los demas tornos p/trab.metales, s/control numerico;Other lathes f/working metals, without num.controlled
84591000;11;845910;3990;3169;03;73141;110;2000;2822;0999;Maquinasferramentas para furar, mandrilar, fresar, roscar interior ou exteriormente metais, unidades com cabeca deslizante;Maqs.herram.de taladr, escariar, etc.metal., mecan.corred.;Waytype unit head machines for drilling, boring, etc.met
84592110;11;845921;3990;3169;03;73142;110;2000;2822;0999;Maquinasferramentas para furar, mandrilar, fresar, roscar interior ou exteriormente metais, de comando numerico, radiais;Maquinas herram.de taladrar metales, cont.num.radiales;Machinery f/drilling metals, radial numeric.controlled
84592191;11;845921;3990;3169;03;73142;110;2000;2822;0999;Maquinasferramentas para furar, mandrilar, fresar, roscar interior ou exteriormente metais, de comando numerico, de mais de um cabecote mono ou multifuso;Maqs.herram.p/taladrar met.con.num.cabez.>=1mono/mult;Machinery f/drilling metals, hedst.num.contr>=1mono/mult
84592199;11;845921;3990;3169;03;73142;110;2000;2822;0999;Outras maquinasferramentas para furar metais, de comando numerico;Las dem.maquinas herram.p/taladrar met.c/cont.numer;Other machinery f/drilling metals, with num.controlled
84592900;11;845929;3990;3169;03;73143;110;2000;2822;0999;Outras maquinasferramentas para furar metais;Las demas maquinas herramientas para taladrar metales;Other machinetools for drilling metals
84593100;11;845931;3990;3169;03;73144;110;2000;2822;0999;Outras mandriladorasfresadoras de metais, de comando numerico;Las dem.mandrinadorasfresadoras de met., c/cont.numer.;Oth.boringmilling machines of met., with num.controlled
84593900;11;845939;3990;3169;03;73145;110;2000;2822;0999;Outras mandriladorasfresadoras de metais, sem comando numerico;Las dem.mandrinadorasfresadoras de met., s/cont.numer.;Oth.boringmilling machines of met., without num.contr.
84594000;11;845940;3990;3169;03;73146;110;2000;2822;0999;Outras maquinasferramentas para mandrilar metais;Las demas maquinas herram.p/mandrilar metales;Other boring machines f/metals
84595100;11;845951;3990;3169;03;73151;110;2000;2822;0999;Maquinasferramentas para fresar metais, com console, de comando numerico;Maquinas herram.de fresar met., de consola, c/cont.numer.;Milling machines, f/metals, kneetype, with num.controlled
84717011;11;847170;3145;3145;03;7527;270;1000;2620;0902;Unidades de discos magneticos, para discos flexiveis;Unidades de discos magneticos, p/discos flexibles;Units of magnetic disks, f/flexible disks
84717012;11;847170;3145;3145;03;7527;270;1000;2620;0902;Unidades de discos magneticos, para discos rigidos;Unidades de discos magneticos, p/discos rigidos;Units of magnetic disks, f/hard disks
84717019;11;847170;3145;3145;03;7527;270;1000;2620;0902;Outras unidades de discos magneticos;Las demas unidades de discos magneticos;Other units of magnetic disks
84659110;11;846591;3990;3343;03;72812;110;2000;2822;0999;Maquinasferramentas de serrar madeira, cortica, osso, borracha endurecida, plasticos duros ou materias duras semelhantes, de fita sem fim;Maqs.herram.de aserrar madera, corcho, etc.de cinta s/fin;Machinetools f/sawing wood, cork, etc.bandsaws
84659120;11;846591;3990;3343;03;72812;110;2000;2822;0999;Maquinasferramentas de serrar madeira, cortica, osso, borracha endurecida, plasticos duros ou materias duras semelhantes, circulares;Maqs.herram.de aserrar madera, corcho, etc.circulares;Machinetools f/sawing wood, cork, etc.circular saws
84659190;11;846591;3990;3343;03;72812;110;2000;2822;0999;Outras maquinasferramentas de serrar madeira, cortica, osso, etc;Las dem.maqs.herram.de aserrar madera, corcho, hueso, etc;Oth.machinetools f/sawing wood, cork, bone, etc.
84659211;11;846592;3990;3343;03;72812;110;2000;2822;0999;Fresadoras de madeira, cortica, osso, borracha endurecida, plasticos duros ou materias duras semelhantes, de comando numerico;Fresadoras de madera, corcho, hueso, etc.c/con.numer.;Milling of wood, cork, bone, etc.with numer.controlled
84659219;11;846592;3990;3343;03;72812;110;2000;2822;0999;Maquinasferramentas para desbastar, etc, madeira, cortica, etc, de comando numerico;Maqs.herram.de cepillar, etc.madera, etc.c/con.numer.;Mach.tools f/planing, etc.wood, etc.with num.controlled
84659290;11;846592;3990;3343;03;72812;110;2000;2822;0999;Outras maquinasferramentas para desbastar, etc, madeira, cortica, etc;Las demas maqs.herram.de cepillar, etc.madera, corcho, etc;Oth.machinetools f/planing, etc.wood, cork, etc.
84659310;11;846593;3990;3343;03;72812;110;2000;2822;0999;Lixadeiras para madeira, cortica, osso, borracha endurecida, plasticos duros ou materias duras semelhantes;Lixadeiras p/madera, corcho, hueso, caucho endurec.etc;Sanding machines wood, cork, bone, hard rubber.etc
84742010;11;847420;3534;3534;03;72832;110;2000;2824;0913;Maquinas e aparelhos para esmagar, moer ou pulverizar substancias minerais solidas, de bolas;Maqs.y apars.p/quebrantar, etc.sust.min.solida, de bolas;Machinery f/grinding, etc.subst. solid min., ball mills
84742090;11;847420;3534;3534;03;72832;110;2000;2824;0913;Outras maquinas e aparelhos para esmagar, moer ou pulverizar substancias minerais solidas;Las dem.maqs.y apars.p/quebrantar, etc.sust.miner.solida;Other machinery f/grinding, etc.substances solid min.
84743100;11;847431;3534;3534;03;72833;110;2000;2824;0913;Betoneiras e aparelhos para amassar cimento;Hormigoneras y aparatos de amasar mortero;Cement mixers and apparatus for kneading cement
84743200;11;847432;3534;3534;03;72833;110;2000;2824;0913;Maquinas para misturar materias minerais com betume;Maquinas p/mezclar materia mineral c/asfalto;Machines for mixing mineral substances with bitumen
84743900;11;847439;3534;3534;03;72833;110;2000;2824;0913;Outras maquinas e aparelhos para misturar/amassar substancias minerais solidas;Las dem.maqs.y apars.p/mezclar/amasar sust.miner.solida;Oth.machinery f/mixing/kneading subst. solid mineral
84748010;11;847480;3534;3534;03;72834;110;2000;2824;0913;Maquinas e aparelhos para fabricacao de moldes de areia para fundicao;Maquinas y apars.p/hacer moldes de arena p/fundicion;Machinery f/production of molds of sand for foundry
84748090;11;847480;3534;3534;03;72834;110;2000;2824;0913;Maquinas para aglomerar ou moldar combustiveis minerais solidos, pastas ceramicas, cimento, gesso ou outras materias minerais em po ou em pasta;Maquinas p/aglomerar/moldear combust.miner.solidos, etc;Machin.f/agglomerating/molding solid mineral fuels, etc
84749000;10;847490;3534;3534;03;72839;270;2000;2824;0913;Partes de maquinas e aparelhos para selecionar, peneirar, separar, lavar, esmagar, moer, misturar ou amassar terras, pedras, minerios ou outras substancias minerais solidas;Partes de maqs.y apars.p/clasificar, etc.sust.minerales;Parts of machinery f/screening, etc.mineral substances
